states,values,action_probs,goals
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7445845168276566,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7445845168042874,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0]]",0.653433254268819,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.93333327
 0.         0.         0.         0.         0.         0.06666666
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2], [4, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [6, 0], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4]]",0.0072828030028844444,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.999999]","[ 0.04590155 -0.05562033  0.1         0.          0.          0.89485579
  0.01793781 -0.01668085  0.          0.          0.          0.52370837]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6]]",0.8075724031689652,"[0.         0.16738197 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.83261802
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 0], [0, 3], [4, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 0], [0, 2], [4, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [4, 0], [0, 0], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [1, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [6, 0], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4], [6, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05156974 -0.06280649  0.1         0.          0.          0.9668463
  0.03211438 -0.01177412  0.          0.          0.          0.63990513]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [0, 0], [0, 6]]",0.4508986614755807,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.39999992 0.
 0.         0.         0.         0.         0.         0.59999988
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2]]",0.6959808282136961,"[0.         0.         0.         0.         0.99999992 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 3], [0, 3], [4, 3]]",0.010498000647806392,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.9999995 0.
 0.        0.        0.       ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [0, 0], [0, 6], [0, 6]]",0.0002958138309161343,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.999999 0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2]]",0.7536031946498059,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999992
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [4, 0], [0, 0], [0, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.3568318829502435,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999983 0.         0.         0.
 0.        ]","[ 0.03906926 -0.04526096  0.1         0.          0.          0.79722935
  0.00307948 -0.02570975  0.          0.          0.          0.4140487 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [0, 0], [0, 6], [0, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [4, 0], [4, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 6]]",0.8103189605130942,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2], [1, 2]]",0.7536031889406913,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999991
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [1, 0], [1, 2]]",0.010542493946927899,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.999999 0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2], [1, 2], [1, 2]]",0.7536031820897539,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.9999999 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 6], [1, 6]]",0.8103189604912269,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2], [1, 2], [1, 2], [1, 2]]",0.7536031737163862,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999989
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [1, 0]]",0.7518480916900248,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6]]",0.7484720115225757,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.8103189604691304,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.42671837287434317,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.9999998 0.
 0.        0.        0.       ]","[ 0.04590155 -0.05562033  0.1         0.          0.          0.89485579
  0.01793781 -0.01668085  0.          0.          0.          0.52370837]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [1, 0], [1, 6]]",0.7518480914065225,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [0, 0], [0, 6], [1, 6]]",0.7513989390171423,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.9999995 0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
